customer_id,legal_name,aliases,ibans
1072,Richter Bau GmbH,Richter Bau Ges.m.b.H.,DE63277083653670442870
1073,Wolf Verlag UG (haftungsbeschränkt),Wolf Verlag UG (haftungsbeschrankt)|Wolf Verlag,DE68756777689152595960
1074,Spedition Stade GmbH & Co. KG,Fa. Spedition Stade,DE70 3415 8382 4315 4000 83|DE88404637213802283664
1075,Hafenservice Lübeck GbR,Fa. Hafenservice Lübeck|Hafenservice Lübeck,DE40590251049544242595
1076,Beck Holzbau GmbH,Fa. Beck Holzbau|Beck Holzbau,DE46972884009551730044|DE12 6869 6940 4552 6474 19
1077,Lorenz & Hahn GmbH,Lorenz & Hahn,DE28 2995 2894 6560 8066 84
1078,Dachdeckerei Lübeck GmbH,Dachdeckerei Lübeck Ges.m.b.H.|Dachdeckerei Lubeck,DE91 6940 3942 0291 1812 40
1079,Hahn & Rehder OHG,Fa. Hahn & Rehder,DE76 6937 2204 3806 4689 67|DE87 5807 5568 4766 0759 29|DE43521785142752924784
1080,Haas Gebäudereinigung AG,Haas Gebaudereinigung,DE40328034264509146503
1081,Richter Technik GbR,Richter Technik,DE71 5035 5173 9442 1715 03|DE14661673254057459110
1082,Technik Schwerin AG,Technik Schwerin Aktiengesellschaft,DE55 3507 7722 1673 5789 44
1083,Tiefbau Bremen GmbH & Co. KG,Tiefbau Bremen GmbH u. Co. KG|Fa. Tiefbau Bremen,DE51 6616 2433 6522 3561 14|DE89 3372 5231 4857 6351 62
1084,Tiefbau Husum GmbH,Tiefbau Husum,DE89 9439 3220 3267 9881 19|DE60 5474 0368 8971 9447 48
1085,Sommer & Albrecht OHG,Fa. Sommer & Albrecht|Sommer & Albrecht,DE55 5451 2802 3680 5093 94
1086,Maschinenbau Bremen AG,Maschinenbau Bremen Aktiengesellschaft|Fa. Maschinenbau Bremen,DE35212971658528162012|DE45695274905995406970|DE13228985810249966045
1087,Windkraft Husum AG,Fa. Windkraft Husum,DE35 5003 6693 0496 3542 19
1088,Schulz Verlag GmbH & Co. KG,Schulz Verlag|Fa. Schulz Verlag,DE32 9029 6760 1556 1343 22|DE13 3873 6484 3789 6641 43
1089,Graf & Wagner e.K.,Graf & Wagner,DE43423025967804690098|DE86 1016 8821 8437 1346 49
1090,Brandt Möbel KG,Brandt Mobel KG,DE44 9410 1574 4068 2150 92|DE73 1379 4793 3057 6056 25
1091,Verlag Flensburg KG,Fa. Verlag Flensburg|Verlag Flensburg,DE12166133837713612786|DE16 4536 8346 1836 0012 61
1092,Otto OHG,Fa. Otto|Otto,DE70722355013272038772|DE32 7681 6684 5339 7984 84
1093,Otto Hafenservice e.K.,Otto Hafenservice,DE79 5540 4752 3269 5425 10
1094,Jäger & Braun e.K.,Jager & Braun e.K.|Jager & Braun,DE57 5674 1350 1955 1243 24|DE97571667043603958891
1095,Solartechnik Bremen KG,Solartechnik Bremen,DE58 9587 2809 5111 5307 42
1096,Schmidt & Herrmann GmbH & Co. KG,Schmidt & Herrmann GmbH u. Co. KG|Schmidt & Herrmann,DE77 8882 4878 9261 1954 69|DE15936160156103854735|DE21 9644 8251 8218 9943 47
1097,Schröder Windkraft e.K.,Fa. Schröder Windkraft,DE49 7013 0388 9853 6233 44
1098,Thießen Windkraft AG,,DE82 6846 2756 4844 6799 78|DE37 9467 0232 2451 6917 31
1099,Petersen Bau GbR,Petersen Bau,DE60 7650 4417 8879 9912 13|DE18620521218562220699|DE60857394142927799352
1100,Schulte GbR,Schulte,DE33932844046488343207
1101,Wolf KG,Fa. Wolf|Wolf,DE61184325477323105706
1102,Klein Großhandel e.K.,Klein Grosshandel|Fa. Klein Großhandel,DE16946234961811996369
1103,Möhring Technik e.K.,Fa. Möhring Technik,DE64968524971136195271|DE58334071392872034877|DE23 1048 4431 4466 4718 78
1104,Hoffmann Solartechnik GbR,Hoffmann Solartechnik,DE97254707264020684439|DE50346585278006130267
1105,Sauer Druck AG,Sauer Druck,DE61 7600 3572 0183 5792 84
1106,Kuhn Bau KG,Kuhn Bau|Fa. Kuhn Bau,DE85 2839 1895 9779 0647 05|DE54638472158339045650
1107,Metallbau Flensburg GmbH,Fa. Metallbau Flensburg|Metallbau Flensburg|Metallbau Flensburg Ges.m.b.H.,DE78433302631041898876|DE92729787481994705131|DE73930989899874491277
1108,Roth GbR,Roth,DE59 9851 8716 9267 1071 95|DE41375149606214393004
1109,Hartmann Dachdeckerei GbR,Fa. Hartmann Dachdeckerei,DE47 4659 9623 6880 9556 85
1110,Böhm Sanitär AG,Böhm Sanitär|Böhm Sanitär Aktiengesellschaft|Bohm Sanitar,DE59 7368 4359 5630 7691 14|DE52867430216505141417
1111,Winkler & Thießen OHG,Fa. Winkler & Thießen|Winkler & Thiessen,DE76 3441 2359 9122 5339 52
1112,Hoffmann & Zimmermann GbR,Hoffmann & Zimmermann,DE46249989467214731689
1113,Bergmann Holzbau GbR,Fa. Bergmann Holzbau|Bergmann Holzbau,DE93 9455 0145 1660 9125 81|DE92 5272 9817 3830 3695 46|DE12418244981310535011
1114,Haas & Vogel KG,Fa. Haas & Vogel|Haas & Vogel,DE95 2969 7622 0429 8156 81
1115,Lorenz Holzbau KG,Fa. Lorenz Holzbau|Lorenz Holzbau,DE91169651078453454573|DE12198399123644851882|DE99 6264 0113 6679 8208 68
1116,Schneider & Lehmann GmbH & Co. KG,Fa. Schneider & Lehmann|Schneider & Lehmann,DE93815038657951645407|DE69 6771 5143 1561 7810 48
1117,Schubert Holzbau GmbH & Co. KG,Schubert Holzbau,DE90882779573538137593
1118,Bauer & Lang GmbH,Bauer & Lang,DE87 2512 8783 2657 1318 96|DE45 9753 3685 5948 0211 61
1119,Kraus AG,Kraus Aktiengesellschaft|Kraus,DE37 2820 5291 4732 3758 59|DE31702238325881350717|DE68374969278602582556
1120,Sommer Verlag UG (haftungsbeschränkt),Sommer Verlag|Sommer Verlag UG (haftungsbeschrankt),DE70 1163 4423 4004 1832 81|DE72 5610 9151 9478 4015 30
1121,Lange Dachdeckerei AG,Lange Dachdeckerei,DE80126636349468523996
1122,Engel GbR,Engel,DE37795888396704171965
1123,Kaiser Handel KG,,DE35154329137751637485|DE93401613418931154453|DE49 2238 1246 3586 6496 78
1124,Fleischerei Hamburg GmbH,Fleischerei Hamburg Ges.m.b.H.,DE86 3160 9986 6324 6710 79|DE83403533862877398960
1125,Günther & Franke GmbH & Co. KG,Fa. Günther & Franke|Günther & Franke,DE46 9046 7306 2303 5184 62
1126,Graf Gebäudereinigung AG,Graf Gebäudereinigung|Fa. Graf Gebäudereinigung|Graf Gebaudereinigung AG,DE42773426970816951314
1127,Schmidt Windkraft KG,Fa. Schmidt Windkraft|Schmidt Windkraft,DE12 3557 8856 4168 6362 78|DE60 6670 7340 2915 8223 57
1128,Walter & Peters GmbH & Co. KG,Walter & Peters GmbH u. Co. KG,DE84 4601 0383 6861 1328 32
1129,Kältetechnik Cuxhaven GmbH,Fa. Kältetechnik Cuxhaven|Kältetechnik Cuxhaven Ges.m.b.H.,DE60 5831 2975 4768 6819 96
1130,Bäckerei Cuxhaven AG,Backerei Cuxhaven AG|Bäckerei Cuxhaven Aktiengesellschaft,DE87884973984183101635|DE61 7726 8176 8789 5621 17
1131,Graf Möbel UG (haftungsbeschränkt),Fa. Graf Möbel|Graf Mobel UG (haftungsbeschrankt)|Graf Möbel,DE72393305729960734399|DE32 1163 9146 8639 0585 48
1132,Fleischerei Neumünster OHG,Fleischerei Neumunster OHG,DE78 6912 8628 5490 0948 62|DE39891405388247967264
1133,Rehder & Böhm GmbH,Rehder & Bohm|Rehder & Bohm GmbH,DE82231903470649448575
1134,Berger e.K.,Fa. Berger|Berger,DE15796202497616780965
1135,Bau Lübeck e.K.,Bau Lubeck|Bau Lubeck e.K.|Bau Lübeck,DE63 5466 2350 5792 5665 62
1136,Schumacher Medizintechnik UG (haftungsbeschränkt),Schumacher Medizintechnik|Fa. Schumacher Medizintechnik,DE72 4732 3649 9872 3275 37|DE16 4594 4533 8284 0874 04
1137,Jung & Schwarz OHG,Jung & Schwarz,DE96754417290370461676
1138,Immobilien Cuxhaven GmbH,,DE40 6159 5579 9298 6414 11|DE49 4874 1433 5356 1775 15|DE26588674842612521993
1139,Wolf & Jansen AG,Wolf & Jansen|Fa. Wolf & Jansen,DE15397449733143137975|DE75255816529180605336
1140,Walter Druck KG,Fa. Walter Druck,DE99 7894 8961 2079 5233 12|DE71410433846330504421
1141,Koch Bau UG (haftungsbeschränkt),Fa. Koch Bau,DE98 6913 4181 6312 4263 80
1142,Winter & Peters KG,Winter & Peters,DE71 5825 1169 2102 6142 29|DE85333996991490711770
1143,Hansen GmbH,Hansen,DE73 1737 6454 8135 7585 89|DE23 8586 4474 0954 2371 30
1144,Weber OHG,Weber|Fa. Weber,DE38 3277 5621 9060 4850 70|DE40 9221 9733 8946 5649 98
1145,Systemhaus Wilhelmshaven AG,Fa. Systemhaus Wilhelmshaven|Systemhaus Wilhelmshaven Aktiengesellschaft,DE39 4045 2420 0814 1006 14|DE66 7872 3361 5267 6765 65
1146,Seidel & Krämer e.K.,Seidel & Kramer,DE36 4647 4233 5821 1328 85|DE77787292661637222798
1147,Richter GmbH,Richter|Fa. Richter,DE72481157735278670034
1148,Lang Bäckerei UG (haftungsbeschränkt),Fa. Lang Bäckerei|Lang Backerei UG (haftungsbeschrankt),DE99 8778 0572 1973 5741 51
1149,Windkraft Wilhelmshaven AG,Fa. Windkraft Wilhelmshaven|Windkraft Wilhelmshaven,DE20111548092261429509|DE96587324122595597962
1150,Braun & Vogel GmbH & Co. KG,Fa. Braun & Vogel,DE24 7877 7446 2023 7585 61
1151,Schubert Textil UG (haftungsbeschränkt),Fa. Schubert Textil|Schubert Textil|Schubert Textil UG (haftungsbeschrankt),DE87 3025 4698 4654 4161 30
1152,Scholz & Vogel GbR,Fa. Scholz & Vogel|Scholz & Vogel,DE21 8513 4180 9921 0157 34
1153,Kältetechnik Husum OHG,Kältetechnik Husum|Kaltetechnik Husum|Fa. Kältetechnik Husum,DE56 8268 6508 7865 0746 76
1154,Arnold Fahrzeugtechnik OHG,Fa. Arnold Fahrzeugtechnik,DE26245949258826464064
1155,Martin Großhandel GbR,Martin Großhandel,DE47549969670130594347
1156,Kaiser Maschinenbau GmbH,Fa. Kaiser Maschinenbau,DE81 4869 2788 6766 3193 43|DE10504880600009490454
1157,Lange UG (haftungsbeschränkt),Lange UG (haftungsbeschrankt)|Lange,DE62934987021513505952|DE20695581939612210706|DE49635813265959520928
1158,Schulte & Schulze KG,Schulte & Schulze,DE42 6911 0743 0352 0187 81
1159,Windkraft Flensburg e.K.,Fa. Windkraft Flensburg|Windkraft Flensburg,DE34 6935 7642 5067 7789 06|DE81747355911964205051
1160,Müller GbR,Muller,DE27861193414664845634
1161,Mayer & Lehmann e.K.,Fa. Mayer & Lehmann|Mayer & Lehmann,DE92638403508475757416|DE41852516148724294275|DE81 5363 2336 0528 3413 75
1162,Peters e.K.,Peters|Fa. Peters,DE59228614386658840135|DE15630657051639703643|DE59938504698187971422
1163,Winter Sanitär GmbH,Winter Sanitär|Winter Sanitar,DE58603634671280632650
1164,Horn e.K.,Horn,DE13746794923194573274
1165,Haas Catering GmbH & Co. KG,Haas Catering GmbH u. Co. KG,DE81439125809649221944|DE23684028332131509620
1166,Großhandel Cuxhaven GmbH,Großhandel Cuxhaven,DE40 1641 3028 8267 8197 74|DE83 2523 6782 8568 4322 04|DE58 1205 1495 7935 6851 98
1167,Bäckerei Wilhelmshaven GbR,Bäckerei Wilhelmshaven|Backerei Wilhelmshaven|Fa. Bäckerei Wilhelmshaven,DE13285377682859801174
1168,Winkler & Huber e.K.,Winkler & Huber,DE69892721798527715738
1169,Kühn Bäckerei OHG,Kuhn Backerei,DE84897619262821356062
1170,Druck Rostock KG,,DE27946891396596789137|DE94 9676 0214 6988 6987 24|DE65 7761 5843 9111 4301 10
1171,Pohl Bäckerei GbR,Fa. Pohl Bäckerei|Pohl Bäckerei|Pohl Backerei GbR,DE24 1880 3950 6063 4555 00|DE26 9629 9694 2398 1570 98|DE67 9255 6408 3299 2118 53
1172,Simon e.K.,Simon|Fa. Simon,DE78 3223 5642 8360 2363 63
1173,Maier & Seidel UG (haftungsbeschränkt),Maier & Seidel|Fa. Maier & Seidel,DE27744305967036653606|DE65813932796746750128
1174,Metallbau Oldenburg GbR,Metallbau Oldenburg,DE84832485764850561463
1175,Dachdeckerei Husum GbR,Dachdeckerei Husum|Fa. Dachdeckerei Husum,DE76851763410337302401|DE55526575174457091134|DE95910660931649630676
1176,Handel Kiel AG,Handel Kiel Aktiengesellschaft,DE41525803444834259457|DE71888695369955253686
1177,Roth & Claußen KG,Roth & Claussen,DE35 4415 1858 5683 2301 14|DE64235410545809508196
1178,Pfeiffer Elektro OHG,Fa. Pfeiffer Elektro|Pfeiffer Elektro,DE74904659860129164780
1179,Wolf Logistik AG,,DE58864640911288546313|DE76 4083 1603 5432 8757 82|DE31271866211062986680
1180,Voigt Maschinenbau e.K.,Voigt Maschinenbau,DE45474138156225990304
1181,Koch Medizintechnik GbR,Koch Medizintechnik,DE33672934834816235515|DE49 1532 1215 0557 1230 26|DE95 2847 4238 8452 1467 85
1182,Braun Handel GbR,Braun Handel,DE66180970623021500049
1183,Schmid Großhandel AG,Schmid Grosshandel|Schmid Großhandel Aktiengesellschaft,DE87 5209 7529 1856 7115 25|DE93 9178 6078 9804 0406 68
1184,Kraus Logistik KG,Fa. Kraus Logistik,DE46 4141 9106 2131 0822 20
1185,Winkler & Lang GmbH,Winkler & Lang|Fa. Winkler & Lang,DE16922284496766176288|DE66 2048 3637 2931 8994 12
1186,Schäfer & Braun GmbH,Fa. Schäfer & Braun|Schäfer & Braun Ges.m.b.H.,DE53 4836 3819 6722 4868 24|DE77 1584 6747 9777 4980 59
1187,Schulze OHG,Schulze|Fa. Schulze,DE44 1014 3585 5093 8200 62
1188,Elektro Rostock UG (haftungsbeschränkt),Elektro Rostock UG (haftungsbeschrankt)|Elektro Rostock,DE20598394789802933351
1189,Schröder Holzbau KG,Schröder Holzbau|Schroder Holzbau,DE67785616085369128528|DE28 4380 3944 4619 6306 67|DE36 8208 6004 0990 2297 15
1190,Heinrich Werbetechnik AG,Heinrich Werbetechnik,DE62 7430 4511 8865 2763 04
1191,Wolf Logistik e.K.,Wolf Logistik|Fa. Wolf Logistik,DE20 3805 8978 8272 6567 17
1192,Albrecht Gartenbau e.K.,Fa. Albrecht Gartenbau,DE56933252287350386338|DE46 2303 4488 9500 0261 25|DE64 9180 8367 5351 6988 75
1193,Jäger & Mayer GmbH,Jager & Mayer|Jager & Mayer GmbH,DE60 2500 6813 5455 4515 30|DE23959753135141835417
1194,Peters Systemhaus e.K.,Fa. Peters Systemhaus,DE28 3364 7411 9176 4335 07|DE24 8464 1296 0186 3797 41|DE76 4099 3402 0449 5691 24
1195,Sauer GbR,Sauer|Fa. Sauer,DE64 6805 0936 1339 1276 62|DE51987337686392172799|DE66558729591915077116
1196,Wagner OHG,Wagner,DE25719908740164707628
1197,Schröder KG,Fa. Schröder,DE62638078225837650198|DE41 5268 7392 0371 3043 42|DE18 7617 0056 1346 5537 26
1198,Busch KG,Busch|Fa. Busch,DE40 9161 7245 8761 9393 77|DE49135385350623496750
1199,Herrmann Großhandel e.K.,,DE74 4775 9038 3480 2915 89|DE43 1823 9074 9494 6839 69|DE88 6711 4510 6750 8026 95
1200,Seidel & Lorenz GmbH & Co. KG,Seidel & Lorenz GmbH u. Co. KG|Fa. Seidel & Lorenz,DE47 2105 4309 3409 2998 01|DE37 3531 4297 1335 3666 75
1201,Herrmann Verlag GmbH & Co. KG,Fa. Herrmann Verlag,DE54435587520179773669
1202,Böhm & Schmitt OHG,Bohm & Schmitt|Böhm & Schmitt|Bohm & Schmitt OHG,DE28451009783898975216|DE43 5313 5183 5587 5354 78
1203,Ludwig & Lange e.K.,Fa. Ludwig & Lange|Ludwig & Lange,DE50 7905 4217 1413 7371 69|DE35249382618636900410|DE12 1559 1836 3554 2257 23
1204,Dietrich Holzbau OHG,Dietrich Holzbau,DE40 5792 0989 6373 4277 71|DE79 5594 7818 3561 3796 59
1205,Müller & Berger GmbH,Muller & Berger GmbH|Fa. Müller & Berger,DE77 3717 5722 8216 1736 04|DE79444972175860109704
1206,Seidel Sanitär OHG,Seidel Sanitar|Seidel Sanitär|Fa. Seidel Sanitär,DE20236049840548973808
1207,Schmidt Logistik KG,Schmidt Logistik,DE19258383813558637953
1208,Köhler Möbel GmbH & Co. KG,Köhler Möbel,DE36870033149736353378|DE74329905450181560586
1209,Möller & Kühn GmbH & Co. KG,Fa. Möller & Kühn,DE88 3371 4750 2676 6851 34|DE55 9279 4501 5335 6899 45
1210,Textil Husum GmbH & Co. KG,Textil Husum,DE39774246103917219201|DE52332967224247759733
1211,Albrecht & Dietrich OHG,Fa. Albrecht & Dietrich|Albrecht & Dietrich,DE76811205433961083454
1212,Wolff Möbel UG (haftungsbeschränkt),Wolff Mobel,DE28 7165 0624 1456 1248 99
1213,Busch & Ludwig OHG,Busch & Ludwig,DE48233462914840077219|DE56 4851 8317 9939 4987 26|DE41 4356 8393 9143 3310 77
1214,Schulte & Bergmann e.K.,Schulte & Bergmann,DE97 1087 2510 7380 7142 62|DE40304999645698024555
1215,Brandt Handel GmbH,Brandt Handel,DE62357620403277474187|DE14326882767461673678
1216,Gebäudereinigung Emden AG,Gebäudereinigung Emden|Gebaudereinigung Emden AG,DE71 2414 8289 9661 5585 02
1217,Schäfer Tiefbau GmbH & Co. KG,Schafer Tiefbau GmbH & Co. KG|Schäfer Tiefbau GmbH u. Co. KG,DE62 8832 5727 3615 0128 15
1218,Otto & Kühn e.K.,Otto & Kuhn|Otto & Kühn|Otto & Kuhn e.K.,DE12965098206350683110|DE87805712231656184862
1219,Gebäudereinigung Hamburg OHG,Gebaudereinigung Hamburg,DE57 2476 6358 1772 5615 89|DE97 3324 5573 3961 6972 36
1220,Lehmann Metallbau UG (haftungsbeschränkt),Lehmann Metallbau|Lehmann Metallbau UG (haftungsbeschrankt),DE96 1276 5030 7197 7695 33|DE54 7176 2905 4034 6483 48
1221,Kaiser & König KG,Kaiser & König,DE20312099084737471059
1222,Köhler GbR,Kohler|Köhler|Fa. Köhler,DE48433860231768756521|DE43325081730701624221
1223,Klein Kältetechnik GmbH,Klein Kaltetechnik|Klein Kältetechnik,DE77612322947693976640|DE60589998837122200066|DE47 1370 2802 9156 1242 00
