Umsatz-ID;Buchungstag;Valutadatum;Auftraggeber;IBAN;Verwendungszweck;Betrag;Waehrung
NW-2026-08-000023;03.08.2026;03.08.2026;Schubert & Schuster KG;DE77950549441960206164;Rg RE-2026-023579;14.432,58;EUR
NW-2026-08-000024;03.08.2026;04.08.2026;Solartechnik Wilhelmshaven;;Zahlung re-2026-003080 Solartechnik;179,70;EUR
NW-2026-08-000025;03.08.2026;03.08.2026;Lange Spedition GmbH;;Abschlag;7.061,36;EUR
NW-2026-08-000026;03.08.2026;04.08.2026;Dachdeckerei Husum GmbH;DE40 9428 4452 0940 1119 85;Ihre Rechnung RE-2026-20446;20.525,65;EUR
NW-2026-08-000027;03.08.2026;03.08.2026;FA. DRUCK SCHWERIN;DE51183698043657905158;Ihre Rechnung RE-2026-030626;3.690,92;EUR
NW-2026-08-000028;03.08.2026;03.08.2026;Gebäudereinigung Emden UG (haftungsbeschränkt);DE23713569164657178728;Ihre Rechnung RE-2026011593;2.543,17;EUR
NW-2026-08-000029;03.08.2026;04.08.2026;Klein GbR;DE74 2914 0824 6702 8233 43;Zahlung RE 2026 015815;960,51;EUR
NW-2026-08-000030;03.08.2026;03.08.2026;Grosshandel Hamburg AG;DE82 3589 6335 1018 8814 56;Rechnung RE-2026-023795;1.897,06;EUR
NW-2026-08-000031;03.08.2026;03.08.2026;Fa. Tiefbau Neumünster;DE52217702301530859477;KD-02304 RE 2026 017278;445,71;EUR
NW-2026-08-000032;03.08.2026;03.08.2026;Horn Werbetechnik UG (haftungsbeschrankt);DE81487690720680971892;KD-03227 RE-2026-089110;967,31;EUR
NW-2026-08-000033;03.08.2026;03.08.2026;Müller & Schröder e.K.;DE37852116212842139848;Ihre Rechnung RE-2026-028821;3.800,76;EUR
NW-2026-08-000034;03.08.2026;03.08.2026;Schubert Werbetechnik OHG;DE42 8831 5649 0787 3996 37;RE-2026-035119 Danke;190,36;EUR
NW-2026-08-000035;03.08.2026;03.08.2026;Guenther Fleischerei;DE50485577940096744968;RE-2026-000583;58,25;EUR
NW-2026-08-000036;03.08.2026;03.08.2026;GROSSHANDEL HAMBURG GBR;DE58 6361 0512 1768 6855 81;RE-2026-025839 Danke;1.132,99;EUR
NW-2026-08-000037;03.08.2026;03.08.2026;Möller Medizintechnik;;re-2026-031674 Danke;13.045,78;EUR
NW-2026-08-000038;03.08.2026;03.08.2026;Simon OHG;DE40 3483 5194 7887 0466 22;Ausgleich offene Posten;14.958,40;EUR
NW-2026-08-000039;03.08.2026;03.08.2026;Schröder Verlag KG;;Rg. vom 20.07.2026;804,02;EUR
NW-2026-08-000040;03.08.2026;03.08.2026;Fa. Metallbau Stade;DE45 1848 1424 5794 9040 13;R-2026-018931;1.329,73;EUR
NW-2026-08-000041;03.08.2026;03.08.2026;Fa. Gartenbau Schwerin;DE11900214381141923445;Zahlung RE-2026-3144 Gartenbau;4.813,88;EUR
NW-2026-08-000042;03.08.2026;03.08.2026;Konig Gebaudereinigung;DE56111313251266838215;Abschlag;261,70;EUR
NW-2026-08-000043;03.08.2026;03.08.2026;Baumann Möbel;DE42224189359839985321;Rechnungen Juli/August;8.473,95;EUR
NW-2026-08-000044;03.08.2026;03.08.2026;FA. MÜLLER & SCHRÖDER;DE37852116212842139848;Rechnung RE-2026-028818;740,12;EUR
NW-2026-08-000045;03.08.2026;03.08.2026;Jansen Windkraft GbR;DE23 7089 3176 0313 7660 08;Zahlung laut Kontoauszug;543,61;EUR
NW-2026-08-000046;03.08.2026;03.08.2026;Kaiser Gebaeudereinigung GbR;DE40536820933077124226;Rechnung RE-2026-030729;93,85;EUR
NW-2026-08-000047;03.08.2026;04.08.2026;Wolf & Jansen AG;DE75255816529180605336;RE2026-001825 / Skonto geprueft;11.764,66;EUR
NW-2026-08-000048;03.08.2026;03.08.2026;Kruger Fleischerei;DE72790572582552704713;RE/2026/030419 vom 30.07.2026;6.950,77;EUR
NW-2026-08-000049;03.08.2026;03.08.2026;Schumacher Windkraft KG;;Monatsrechnung;63,93;EUR
NW-2026-08-000050;03.08.2026;03.08.2026;Fa. Rehder Elektro;DE33950174469985824191;KD-03323 re-2026-030467;484,37;EUR
NW-2026-08-000051;03.08.2026;03.08.2026;WOLFF GBR;DE74 8854 3003 8951 8011 24;Rg. vom 09.03.2026;870,37;EUR
NW-2026-08-000052;03.08.2026;03.08.2026;Berger Tiefbau OHG;DE41279934960405638373;Rg RE-2026-016716;452,74;EUR
NW-2026-08-000053;03.08.2026;03.08.2026;Kraus Logistik KG;DE46 4141 9106 2131 0822 20;Rechnung RE-2026-002558;5.452,02;EUR
NW-2026-08-000054;03.08.2026;03.08.2026;BECK FLEISCHEREI OHG;DE79 5195 0085 2865 5387 23;RE-2026-034128;3.909,93;EUR
NW-2026-08-000055;03.08.2026;03.08.2026;Weiß Bäckerei Aktiengesellschaft;DE30414172309500963391;RE-2026-020370 vom 06.03.2026;938,09;EUR
NW-2026-08-000056;03.08.2026;03.08.2026;FA. SCHMITT & BECK;DE36633002046555511863;Ausgleich RE-2026-073321;1.723,27;EUR
NW-2026-08-000057;03.08.2026;03.08.2026;Fa. Krause & Braun;DE76911432134541859415;Zahlung;9.449,56;EUR
NW-2026-08-000058;03.08.2026;03.08.2026;Roth Kältetechnik GbR;DE29407313187218882506;Vielen Dank;64,40;EUR
NW-2026-08-000059;03.08.2026;04.08.2026;Baumann Schifffahrt;;RE-2026-023682 vom 02.09.2026;830,28;EUR
NW-2026-08-000060;03.08.2026;03.08.2026;Fa. Dachdeckerei Stade;DE22 5636 1989 4466 1337 13;Zahlung RE-2026-003318;72,90;EUR
NW-2026-08-000061;03.08.2026;03.08.2026;Frank & Hoffmann;DE78877607639877858293;RE-2026-026088;166,47;EUR
NW-2026-08-000062;03.08.2026;03.08.2026;Inga Schmid;DE89161147892207293439;Ausgleich;1.546,45;EUR
NW-2026-08-000063;03.08.2026;03.08.2026;Weiß Immobilien GmbH & Co. KG;DE57325344502945799776;Ausgleich offene Posten;27.072,22;EUR
NW-2026-08-000064;03.08.2026;03.08.2026;Schäfer Holzbau GmbH;DE69 2304 4652 1938 1850 94;Ihre Rechnung RE-2026-035236;682,01;EUR
NW-2026-08-000065;03.08.2026;03.08.2026;Ludwig Handel KG;DE82 1833 7390 8549 9862 16;Zahlung RE-2026-026993;311,30;EUR
NW-2026-08-000066;03.08.2026;03.08.2026;Bergmann & Wolf OHG;DE43 4191 7005 8440 1974 88;Rg. vom 01.08.2026;558,43;EUR
NW-2026-08-000067;03.08.2026;03.08.2026;ARNOLD MEDIZINTECHNIK AG;DE20 3781 7737 8131 5093 78;Rg re-2026-028279;91,69;EUR
NW-2026-08-000068;03.08.2026;03.08.2026;Becker Medizintechnik;DE82852217306896786132;RE-2026-033597 / Skonto geprueft;769,11;EUR
NW-2026-08-000069;03.08.2026;03.08.2026;GÜNTHER SPEDITION AG;DE31889928246176629986;RE-2026-021088 vom 30.06.2026;136,30;EUR
NW-2026-08-000070;03.08.2026;03.08.2026;Fleischerei Stade;DE39549286212434324201;RE-2026-025288 / Skonto geprueft;3.425,66;EUR
NW-2026-08-000071;03.08.2026;03.08.2026;Brandt & Seidel OHG;DE79 7623 5357 8552 9070 45;Rechnung August;111,23;EUR
NW-2026-08-000072;03.08.2026;03.08.2026;Fa. Druck Rostock;DE32743891070931988248;Rg RE-2026-036297;1.184,70;EUR
NW-2026-08-000073;03.08.2026;03.08.2026;Nordwind Bank AG;;Entgelt Auslandsueberweisung;-167,12;EUR
NW-2026-08-000074;03.08.2026;03.08.2026;Maren Böhm;DE52400807608115012130;Erstattung;109,94;EUR
NW-2026-08-000075;03.08.2026;04.08.2026;Hahn Gebäudereinigung AG;DE81663905711060915322;Zahlung RE-2026-038154;11.710,91;EUR
NW-2026-08-000076;03.08.2026;03.08.2026;Großhandel Husum UG (haftungsbeschränkt);DE34 5904 9842 6535 2445 81;Rechnung RE-2026-033640;359,30;EUR
NW-2026-08-000077;03.08.2026;03.08.2026;Fa. Arnold Technik;DE30 6194 4639 2684 2287 22;RE-2026-038961 vom 19.04.2026;15.730,55;EUR
NW-2026-08-000078;03.08.2026;03.08.2026;FA. KELLER TECHNIK;DE18 6861 8182 9912 2505 66;Monatsrechnung;887,53;EUR
NW-2026-08-000079;03.08.2026;03.08.2026;SYSTEMHAUS HUSUM E.K.;DE39913647894293274070;Ausgleich Konto;546,05;EUR
NW-2026-08-000080;03.08.2026;04.08.2026;MEYER CATERING AG;DE41818912278014748544;KD-01387 RE 2026/005106;6.153,61;EUR
NW-2026-08-000081;03.08.2026;03.08.2026;Fa. Engel Fleischerei;DE64415789294429228704;Rg RE2026-009181;69,44;EUR
NW-2026-08-000082;03.08.2026;04.08.2026;Fischer GmbH & Co. KG;DE15859636443246039396;Zahlung RE-2026-024917;283,70;EUR
NW-2026-08-000083;03.08.2026;03.08.2026;SCHOLZ GMBH & CO. KG;DE85473680220517165386;Ausgleich offene Posten;28.337,34;EUR
NW-2026-08-000084;03.08.2026;03.08.2026;ELEKTRO ROSTOCK UG (HAFTUNGSBESCHRANKT);DE20598394789802933351;Zahlung RE-2026-2598 Elektro;54,69;EUR
NW-2026-08-000085;03.08.2026;03.08.2026;Voigt & Kühn GbR;DE84702516418185604856;RE/2026/025391;2.225,53;EUR
NW-2026-08-000086;03.08.2026;03.08.2026;Schulz & Horn;DE94 3823 2610 4774 6831 25;Ausgleich offene Posten;135,00;EUR
NW-2026-08-000087;03.08.2026;03.08.2026;Schroeder & Carstens GbR;DE56 1995 7494 4900 7657 43;RE-2026-000558 Danke;6.402,39;EUR
NW-2026-08-000088;03.08.2026;03.08.2026;Birte Rehder;DE81990127409020150265;Spende;181,35;EUR
NW-2026-08-000089;03.08.2026;03.08.2026;Systemhaus Lübeck;DE90 6070 7151 2361 5036 56;RE-2026-012795 / Skonto geprueft;24.382,18;EUR
NW-2026-08-000090;03.08.2026;04.08.2026;Arnold Technik GmbH & Co. KG;DE30 6194 4639 2684 2287 22;RE-2026-038958 / Skonto geprueft;71,24;EUR
NW-2026-08-000091;03.08.2026;03.08.2026;Rehder Windkraft Aktiengesellschaft;;RE-2026-016259 / Skonto geprueft;89,92;EUR
NW-2026-08-000092;03.08.2026;04.08.2026;Fa. Becker & Keller;DE95247412998388530966;Rg RE-2026-005668;5.459,45;EUR
NW-2026-08-000093;03.08.2026;03.08.2026;FA. ZIEGLER & KOCH;DE56325492063622617615;RE-2026-004694;232,33;EUR
NW-2026-08-000094;03.08.2026;03.08.2026;FA. WEBER WINDKRAFT;DE66 4416 7064 0166 1530 60;RE2026-036556 / Skonto geprueft;263,78;EUR
NW-2026-08-000095;03.08.2026;03.08.2026;Lang Druck KG;DE64547964642283437781;Ihre Rechnung RE-2026-016332;679,84;EUR
NW-2026-08-000096;03.08.2026;03.08.2026;MEDIZINTECHNIK BREMEN GMBH;DE32 6318 2191 2814 2210 78;Sammelueberweisung;11.566,12;EUR
NW-2026-08-000097;03.08.2026;03.08.2026;Bundesagentur;;Entgelt Auslandsueberweisung;-2,24;EUR
NW-2026-08-000098;03.08.2026;03.08.2026;Albrecht Elektro GmbH & Co. KG;DE74 7630 1239 4323 7105 74;Rechnungen Juli/August;17.173,79;EUR
NW-2026-08-000099;03.08.2026;03.08.2026;Handel Flensburg e.K.;DE15288755384193119167;RE-2026-023418;436,18;EUR
NW-2026-08-000100;03.08.2026;03.08.2026;Elektro Stade;DE96511944210438927504;Rechnungen Juli/August;12.424,84;EUR
NW-2026-08-000101;03.08.2026;03.08.2026;Weiß & Sauer e.K.;DE12 8607 9425 2096 1787 11;RE-2026-014279 Danke;7.985,19;EUR
NW-2026-08-000102;03.08.2026;03.08.2026;Busch Großhandel KG;DE59884372338195741906;Rechnungen Juli/August;190,34;EUR
NW-2026-08-000103;03.08.2026;03.08.2026;Schulz GbR;DE53286837340953303664;Sammelueberweisung;2.022,96;EUR
NW-2026-08-000104;03.08.2026;03.08.2026;PETERSEN FAHRZEUGTECHNIK GMBH & CO. KG;DE97284061912833494746;Monatsrechnung;5.317,40;EUR
NW-2026-08-000105;03.08.2026;04.08.2026;Hansen & Schumacher GbR;DE93108891390756890903;RE-2026-014745 vom 26.08.2026;6.271,89;EUR
NW-2026-08-000106;03.08.2026;03.08.2026;Claußen Handel e.K.;DE83 8241 7947 8646 7221 21;RE 2026/029329 Danke;16.693,36;EUR
NW-2026-08-000107;03.08.2026;03.08.2026;Böhm & Schulz AG;DE90119596366601224532;Rg RE-2026023806;427,54;EUR
NW-2026-08-000108;03.08.2026;03.08.2026;Schulte Systemhaus AG;DE10 1613 3188 7577 2701 13;RE2026-035421;1.145,12;EUR
NW-2026-08-000109;03.08.2026;04.08.2026;Hafenservice Lübeck GbR;DE40590251049544242595;Rg RE-2026-000984;5.365,63;EUR
NW-2026-08-000110;03.08.2026;03.08.2026;Fa. Voigt Druck;DE81 5213 9795 1622 9057 16;Zahlung RE2026-033883 Voigt;148,21;EUR
NW-2026-08-000111;03.08.2026;03.08.2026;Jung & Sommer;DE31 1394 1798 9865 7806 29;Rg RE-2026-003888;3.334,83;EUR
NW-2026-08-000112;03.08.2026;03.08.2026;Windkraft Stade GbR;;Ausgleich offene Posten;146,18;EUR
NW-2026-08-000113;03.08.2026;03.08.2026;Haas Catering GmbH u. Co. KG;DE23684028332131509620;RR-2026-002349 / Skonto geprueft;17.337,93;EUR
NW-2026-08-000114;03.08.2026;03.08.2026;Günther & Franke GmbH & Co. KG;;RE-2026-010672 vom 30.08.2026;22.183,16;EUR
NW-2026-08-000115;03.08.2026;03.08.2026;Winter & Kaiser KG;;Vielen Dank;291,85;EUR
NW-2026-08-000116;03.08.2026;03.08.2026;Birte Schmitt;DE98662943434615955174;Umbuchung;58,32;EUR
NW-2026-08-000117;03.08.2026;03.08.2026;THIESSEN & KÖNIG AG;DE75396930461597943022;Monatsrechnung;2.589,10;EUR
NW-2026-08-000118;03.08.2026;04.08.2026;Braun & Vogel GmbH & Co. KG;DE74792731926872508536;Rechnung RE/2026/002060;2.025,29;EUR
NW-2026-08-000119;03.08.2026;03.08.2026;Fa. Krueger & Sauer;DE88 9958 6253 2744 4601 38;RE-2026-12080;274,84;EUR
NW-2026-08-000120;03.08.2026;03.08.2026;Schmidt Kältetechnik GbR;DE22629278110321293013;RE-2026-005220;176,06;EUR
NW-2026-08-000121;03.08.2026;03.08.2026;Hartmann & Otto OHG;DE88948594849535612065;RE-2026-073610;91,16;EUR
NW-2026-08-000122;03.08.2026;03.08.2026;Fa. Lange Schifffahrt;;Zahlung RE-2026027297;283,85;EUR
NW-2026-08-000123;03.08.2026;03.08.2026;Fa. Günther & Franke;DE46 9046 7306 2303 5184 62;Zahlung RE-2026001663;94,55;EUR
NW-2026-08-000124;03.08.2026;04.08.2026;Druck Rostock OHG;;Ihre Rechnung RE-2026-034761;768,62;EUR
NW-2026-08-000125;03.08.2026;03.08.2026;Braun Metallbau e.K.;DE56224612903423825749;Zahlung RE-2026-005889;91,26;EUR
NW-2026-08-000126;03.08.2026;03.08.2026;Klein Bäckerei GmbH & Co. KG;DE34 7522 2486 3195 0040 27;KD-02833 RE-2026-023903;15.738,48;EUR
NW-2026-08-000127;03.08.2026;03.08.2026;Kaeltetechnik Neumuenster Aktiengesellschaft;DE76369263302318847173;Abschlag;3.035,49;EUR
NW-2026-08-000128;03.08.2026;03.08.2026;Kuhn Kaeltetechnik;DE55 7341 4134 8245 4230 77;Zahlung RE-2026-023284;10.638,29;EUR
NW-2026-08-000129;03.08.2026;03.08.2026;Martin GbR;DE20430460814722050047;Rechnungen Juli/August;7.304,31;EUR
NW-2026-08-000130;03.08.2026;03.08.2026;Martin GbR;DE76 1054 9542 6634 1040 51;RE/2026/010622 Danke;409,59;EUR
NW-2026-08-000131;03.08.2026;04.08.2026;Carstens Holzbau;DE45 7480 9948 5930 0234 37;Ihre Rechnung RE-2026-037312;5.867,56;EUR
NW-2026-08-000132;03.08.2026;03.08.2026;Schreiber Catering KG;DE14100931621299256959;Vielen Dank;207,91;EUR
NW-2026-08-000133;03.08.2026;03.08.2026;Schreiber OHG;DE96959516967454916233;Zahlung;7.865,04;EUR
NW-2026-08-000134;03.08.2026;03.08.2026;Schneider Maschinenbau GmbH & Co. KG;DE32 5769 8350 5515 6605 99;RE/2026/025379 / Skonto geprueft;4.713,51;EUR
NW-2026-08-000135;03.08.2026;03.08.2026;Beck & Graf GmbH;DE32965352264350277992;re-2026-035144 vom 08.06.2026;161,20;EUR
NW-2026-08-000136;03.08.2026;03.08.2026;SCHULZ MASCHINENBAU GBR;DE26605262350435634988;Zahlung RE-2026-015754;569,15;EUR
NW-2026-08-000137;03.08.2026;03.08.2026;Zimmermann Technik Aktiengesellschaft;DE34 6285 1725 4772 9241 18;RE-2026-03456 Danke;881,18;EUR
NW-2026-08-000138;03.08.2026;03.08.2026;Heinrich Gebäudereinigung e.K.;DE38700159057194583833;Zahlung RE-2026-009726;96,97;EUR
NW-2026-08-000139;03.08.2026;03.08.2026;Schneider & Möhring GmbH & Co. KG;DE86923137687492089108;KD-02893 RE-2026-024726;468,15;EUR
NW-2026-08-000140;03.08.2026;03.08.2026;Textil Flensburg e.K.;DE81 5338 9571 6079 6995 68;Ihre Rechnung RE/2026/015704;1.180,65;EUR
NW-2026-08-000141;03.08.2026;04.08.2026;Beck Holzbau GmbH;DE46972884009551730044;Rechnung RE-2026-000990;5.557,39;EUR
NW-2026-08-000142;03.08.2026;03.08.2026;Schmitt Kaltetechnik;;Rg RE 2026/005579;6.604,66;EUR
NW-2026-08-000143;03.08.2026;03.08.2026;Weiß Bäckerei Aktiengesellschaft;DE30414172309500963391;KD-02546 RE-2026-023076;161,63;EUR
NW-2026-08-000144;03.08.2026;03.08.2026;Voigt Systemhaus AG;DE93949179493407049037;KD-01254 RE 2026 003300;1.225,21;EUR
NW-2026-08-000145;03.08.2026;04.08.2026;Schäfer Großhandel;DE70 3769 9065 6909 2642 76;KD-02423 RE-2026-018737;1.384,68;EUR
NW-2026-08-000146;03.08.2026;03.08.2026;Lang Gebäudereinigung GmbH u. Co. KG;DE48 8712 6627 1946 3615 81;RE/2026/013996;14.219,99;EUR
NW-2026-08-000147;03.08.2026;03.08.2026;Fa. Becker & Keller;DE95247412998388530966;Zahlung RE-2026-005652 Becker;11.852,39;EUR
NW-2026-08-000148;03.08.2026;03.08.2026;Hoffmann AG;;RE-2026-30182 Danke;20.638,09;EUR
NW-2026-08-000149;03.08.2026;03.08.2026;Fa. Martin & Martin;DE29187403608709722635;Rechnung RE/2026/037373;2.670,83;EUR
NW-2026-08-000150;03.08.2026;03.08.2026;Winkler & Meyer;DE19 7510 2627 0409 9314 28;Ausgleich RE-2026-010810;1.146,08;EUR
NW-2026-08-000151;03.08.2026;03.08.2026;Haas Gebaudereinigung;DE75138960344246222061;Ihre Rechnung RE-2026-001043;335,11;EUR
NW-2026-08-000152;03.08.2026;03.08.2026;Schuster Druck GmbH & Co. KG;DE49989947143104572137;Zahlung re-2026-039031;10.241,58;EUR
NW-2026-08-000153;03.08.2026;03.08.2026;Inga Krämer;DE63314185208201107982;Rueckzahlung Darlehen;998,66;EUR
NW-2026-08-000154;03.08.2026;04.08.2026;Brüggemann Holzbau;DE60 7820 9204 1412 7167 78;RE-2026-018251 Danke;17.193,82;EUR
NW-2026-08-000155;03.08.2026;03.08.2026;KÜHN & KUHN GBR;DE87565421728981585373;RE-2026-038703 vom 04.05.2026;6.313,82;EUR
NW-2026-08-000156;03.08.2026;03.08.2026;ELEKTRO OLDENBURG UG (HAFTUNGSBESCHRÄNKT);DE66 3937 7273 3989 1208 29;Ausgleich RE-2026-023546;293,16;EUR
NW-2026-08-000157;03.08.2026;03.08.2026;Lüdtke Sanitär OHG;DE35960680870962003749;Zahlung RE2026-030791;992,09;EUR
NW-2026-08-000158;03.08.2026;03.08.2026;Fa. Kuhn Textil;DE47 3400 2094 9735 8494 91;RE-2026-011742 Danke;2.034,79;EUR
NW-2026-08-000159;03.08.2026;03.08.2026;Schmitz & Schreiber;DE72 8108 1842 0718 2264 72;Rg RE-2026-026307;7.313,66;EUR
NW-2026-08-000160;03.08.2026;03.08.2026;Bauer UG (haftungsbeschrankt);DE36513710608597387890;RE-2026-019742 vom 27.08.2026;2.245,32;EUR
NW-2026-08-000161;03.08.2026;03.08.2026;ALBRECHT & KAISER;DE31664261093189710559;Ausgleich RE-2026-005688;687,32;EUR
NW-2026-08-000162;03.08.2026;03.08.2026;Maren Wolf;DE74844488652892223755;Spende;78,45;EUR
NW-2026-08-000163;03.08.2026;03.08.2026;Fa. Lehmann Fahrzeugtechnik;DE58720452936518428079;Abschlag;592,58;EUR
NW-2026-08-000164;03.08.2026;03.08.2026;GUNTHER SCHIFFFAHRT;DE34 9007 3579 6900 7207 84;R-2026-034577 / Skonto geprueft;4.775,32;EUR
NW-2026-08-000165;03.08.2026;03.08.2026;Winter Kältetechnik KG;DE95 5690 3045 0945 2081 34;RE-2026-016699 / Skonto geprueft;6.129,08;EUR
NW-2026-08-000166;03.08.2026;04.08.2026;Ludtke;DE86 9736 1371 0986 9412 63;Rg RE/2026/019126;5.684,93;EUR
NW-2026-08-000167;03.08.2026;03.08.2026;Catering Emden GbR;;Rg. vom 28.07.2026;14.714,89;EUR
NW-2026-08-000168;03.08.2026;03.08.2026;BRANDT HOLZBAU UG (HAFTUNGSBESCHRÄNKT);DE90 4002 8775 2266 4430 49;Ihre Rechnung RE-2026021023;57,33;EUR
NW-2026-08-000169;03.08.2026;03.08.2026;Fuchs Sanitär OHG;;Rg RE2026-010904;163,88;EUR
NW-2026-08-000170;03.08.2026;04.08.2026;Bergmann Möbel GbR;;KD-02736 RE2026-022761;8.068,21;EUR
NW-2026-08-000171;03.08.2026;04.08.2026;Schwarz & Hofmann;DE93445332938053976798;Zahlung RE/2026/010515;2.573,11;EUR
NW-2026-08-000172;03.08.2026;03.08.2026;Fa. Maschinenbau Husum;DE94738941644067649471;Zahlung RE-2026-029147;2.817,52;EUR
NW-2026-08-000173;03.08.2026;03.08.2026;SCHMIDT FAHRZEUGTECHNIK E.K.;DE71 1085 8270 7060 2074 36;RE 2026/000454;4.211,63;EUR
NW-2026-08-000174;03.08.2026;03.08.2026;Fa. Druck Stade;DE61329797727891369642;RE-2026-039501;276,81;EUR
NW-2026-08-000175;03.08.2026;03.08.2026;Schmitz & Jung OHG;DE27979426548300986868;Ueberweisung;22.025,73;EUR
NW-2026-08-000176;03.08.2026;03.08.2026;WINTER IMMOBILIEN GBR;DE42433392272539312877;RE/2026/025961 vom 26.08.2026;2.046,02;EUR
NW-2026-08-000177;03.08.2026;03.08.2026;Horn Windkraft;DE11 1538 2921 9476 2384 96;RE-2026-28898 / Skonto geprueft;68,44;EUR
NW-2026-08-000178;03.08.2026;04.08.2026;Franke & Schmitz e.K.;DE79 4895 7050 4678 7532 36;Zahlung RE-2026-025278;1.289,32;EUR
NW-2026-08-000179;03.08.2026;03.08.2026;SCHUBERT WERBETECHNIK OHG;DE42 8831 5649 0787 3996 37;Ausgleich offene Posten;8.663,28;EUR
NW-2026-08-000180;03.08.2026;03.08.2026;Brandt & Köhler e.K.;DE58 5780 0189 0646 7043 21;RE-2026-029912 vom 20.06.2026;1.207,59;EUR
NW-2026-08-000181;03.08.2026;03.08.2026;Schreiber Windkraft UG (haftungsbeschränkt);DE80 6262 6309 0923 3088 95;Zahlung;171,53;EUR
NW-2026-08-000182;03.08.2026;03.08.2026;Nordwind Bank AG;;Zinsabschluss;-346,21;EUR
NW-2026-08-000183;03.08.2026;03.08.2026;Mayer AG;DE60 1638 9089 9672 0678 62;Ausgleich RE-2026-9978;2.174,12;EUR
NW-2026-08-000184;03.08.2026;04.08.2026;Busch Immobilien GbR;DE91951175462210025223;RE 2026/036741;181,34;EUR
NW-2026-08-000185;03.08.2026;03.08.2026;Winter OHG;DE31 7964 7036 0485 7002 61;KD-01320 RE-2026-00197;210,75;EUR
NW-2026-08-000186;03.08.2026;04.08.2026;Handel Hamburg GmbH & Co. KG;DE91688332277711352405;RE-2026-017323 / Skonto geprueft;1.177,95;EUR
NW-2026-08-000187;03.08.2026;03.08.2026;LEHMANN & BUSCH;;Vielen Dank;77,56;EUR
NW-2026-08-000188;03.08.2026;04.08.2026;Meier Hafenservice;DE89238664348298573863;RE-2026-014644 / Skonto geprueft;50,41;EUR
NW-2026-08-000189;03.08.2026;03.08.2026;Schulze & Werner GmbH & Co. KG;DE90448419251022289680;Rg. vom 18.09.2026;1.140,49;EUR
