10903661152403120003P0000000387E IVR    
10713878212403130002P0000006260{ ACH    
10724014392403020002P0000010860{ BRN    
10265080712403200001P0000010810{ ACH    
10142621792403150003P0000001572E BRN    
10294366322403220001P0000013584{ ACH    
10069315222403240001P0000007242I ACH    
10669293202403110001P0000010877D IVR    
10234360892403160003P0000005892E IVR    
10995285402403170001P0000008747B IVR    
10599132082403020001P0000001250G WEB    
10102971782403140002P0000000826H IVR    
10318044822403290002P0000006470I WEB    
10234360892403190001P0000011785{ IVR    
10221195082403120001P0000020567G BRN    
10232529002403080001P0000002865{ ACH    
10993461512403230001P0000003890{ IVR    
10580859902403140001P0000030430{ BRN    
10328877072403090001P0000012564I WEB    
10517116162403020001P0000007400{ LBX    
10691167852403130001P0000009627G IVR    
10087324562403170001P0000008217B IVR    
10563984932403020002P0000010330{ BRN    
10347652192403040001P0000001862IVBRN    
10251576012403030002P0000001352E WEB    
10061573572403170001P0000002890{ LBX    
10566863052403220003P0000003885{ ACH    
10272550142403110002P0000002277E WEB    
10265965932403120003P0000002064G WEB    
10465997862403210001P0000004874I LBX    
10874177532403160001P0000000997G BRN    
10554865722403160001P0000011860{ ACH    
10249540242403190001P0000000476{ IVR    
10286001182403210001P0000035640{ LBX    
10354916312403130001P0000015756F ACH    
10056857622403030001P0000007356DVLBX    
10213570542403250001P0000000213{ LBX    
10534255842403190003P0000002100E ACH    
10196488352403290002P0000000915A ACH    
10228542672403180001P0000007371{ IVR    
10090943352403220002P0000001012E ACH    
10913511122403040002P0000000435{ WEB    
10210173602403140002P0000005420H BRN    
10090943352403220001P0000002025{ IVR    
10486547082403080001P0000009453B IVR    
10662198212403190001P0000014200{ ACH    
10232529002403240003P0000001432E WEB    
10872650042403040002P0000002867E BRN    
10519118402403050001P0000022000E WEB    
10278508592403030001P0000025740{ ACH    
10853791232403040001P0000001190{ LBX    
10203016822403170001P0000005370{ LBX    
10056470122403260001P0000002306B IVR    
10566863052403200002P0000003885{ IVR    
10944097412403080001P0000011591A BRN    
10923085942403050001P0000021060{ IVR    
10625946682403170001P0000000995{ WEB    
10475950692403090001P0000033418F WEB    
10471440842403230002P0000003725{ IVR    
10161445452403110001P0000009290{ LBX    
10509932732403020001P0000007067E LBX    
10079769562403100001P0000005520{VIVR    
10985078342403040003P0000000520{ ACH    
10234059432403050001P0000005650{ WEB    
10668563192403080001P0000013646E BRN    
10753805492403050001P0000003850{ LBX    
10717677642403290001P0000007130{ ACH    
10232529002403150002P0000001432E BRN    
10123213842403080001P0000011660{ WEB    
10750968232403170001P0000005941E BRN    
10050737312403270001P0000003962F BRN    
10250890792403160001P0000010830{ LBX    
10561625782403180001P0000003630{ IVR    
10887312702403040001P0000008250{ IVR    
10233194862403130001P0000001530{VWEB    
10314023792403020001P0000003586{ IVR    
10644646232403050001P0000010893F WEB    
10347179292403010001P0000003530{ ACH    
10518627262403210001P0000000698{ WEB    
10813154952403130001P0000000628BVACH    
10873064272403200001P0000013420{VACH    
10818395352403130001P0000003900{ BRN    
10476775982403070001P0000002703{ LBX    
10726814832403210003P0000002152E IVR    
10799734742403150001P0000017870{ ACH    
10490466632403260002P0000000512E BRN    
10655962952403170001P0000023899{VWEB    
10302410572403210002P0000000117H IVR    
10474610262403090001P0000006341{ LBX    
10865669512403040001P0000004960{ LBX    
10111144122403270001P0000004667{ WEB    
10142621792403130002P0000001572E LBX    
10111837512403020001P0000006070{ ACH    
10111837512403290002P0000006070{ WEB    
10718306612403260001P0000030850{ LBX    
10705860262403180001P0000006430{VLBX    
10825258582403010003P0000001258A LBX    
10236075542403020002P0000000396F BRN    
10253581632403300001P0000005592F BRN    
10519118402403070002R0000022000E LBX    
10236075542403100001P0000000793{ WEB    
10976270152403210001P0000006200{ IVR    
10284341682403050003P0000002310{ BRN    
10078247372403060001P0000001485{ BRN    
10458887142403040001P0000004780{VIVR    
10724014392403220001P0000010860{ ACH    
10395150682403190001P0000000512C BRN    
10405137892403220001P0000007610{ LBX    
10495015962403290002P0000009221F ACH    
10625946682403130003P0000000497E WEB    
10750404462403110001P0000017067B LBX    
10740599642403030001P0000005696B WEB    
10789492682403160001P0000008220{ ACH    
10644646232403270003P0000005446G ACH    
10039679382403280003P0000000355{ LBX    
10984076592403080001P0000005520{ IVR    
10772199862403180002R0000027953H IVR    
10075708892403220001P0000009013D WEB    
10067155992403150002P0000009035{ IVR    
10014812252403290002P0000014535{ WEB    
10376908832403170001P0000020950{ IVR    
10622627582403180001P0000025090{ BRN    
10471440842403220001P0000003725{ BRN    
10678930992403080001P0000010793AVBRN    
10459141762403150001P0000001734D ACH    
10383683582403220002P0000000171B WEB    
10903661152403080002P0000000387E IVR    
10122382252403050001P0000017891B ACH    
10249540242403160003P0000000238{ IVR    
10690025752403230002P0000003109I LBX    
10186543932403150001P0000003879E ACH    
10700932022403070001P0000003960G BRN    
10709648702403210001P0000021300{VLBX    
10816523612403290001P0000015639D IVR    
10772199862403140001P0000027953H ACH    
10457811852403060001P0000001617{ BRN    
10284341682403250002P0000002310{ LBX    
10788856762403060001P0000016850B ACH    
10580859902403180002R0000030430{ IVR    
10099666202403290001P0000007983E WEB    
10141385082403030001P0000003800{ BRN    
10149484912403080002P0000006835{ WEB    
10494101082403290003P0000001373E WEB    
10727212222403100001P0000005731B IVR    
10490541452403050001P0000029970{ BRN    
10210083622403230001P0000033278I LBX    
10118467502403110001P0000001230{ IVR    
10540423242403150001P0000011079D BRN    
10490466632403140001P0000001025{ WEB    
10226519162403270002P0000004911E WEB    
10566863052403120001P0000007770{ WEB    
10196488352403120003P0000000915A BRN    
10344706342403170002P0000000652F WEB    
10798296622403070001P0000017334D WEB    
10706436682403170002P0000000760{ IVR    
10373134082403110001P0000002451D ACH    
10302410572403060003P0000000117I ACH    
10995285402403290002P0000004373F ACH    
10675329032403140001P0000006350{ BRN    
10796858022403040001P0000023819G WEB    
10013960392403040001P0000003217D BRN    
10142621792403100001P0000003145{ BRN    
10265965932403240001P0000004129D ACH    
10411959592403250001P0000011843H IVR    
10713878212403120001P0000012520{ BRN    
10299802692403040001P0000000685F LBX    
10946393012403110001P0000001345{ WEB    
10235184412403300001P0000003510{ LBX    
10863477072403150001P0000002719C IVR    
10251576012403170001P0000002705{ BRN    
10056470122403110003P0000001153A IVR    
10404629402403030001P0000000289{ LBX    
10533471272403230001P0000001794H LBX    
10903661152403190001P0000000775{ LBX    
10448711212403300001P0000023400{ IVR    
10530667642403210001P0000000765B WEB    
10366168602403080001P0000009091A ACH    
10090943352403130003P0000001012E LBX    
10350580272403070002P0000001700{ ACH    
10213570542403020002P0000000213A LBX    
10553247322403050001P0000007026{ WEB    
10617021862403160001P0000003873G IVR    
10749763672403200001P0000001180{ WEB    
10552067122403010001P0000000300{ IVR    
10213787552403210001P0000011520{VBRN    
10056470122403050002P0000001153A BRN    
10882211332403060002P0000001730{ IVR    
10348604472403060001P0000007940B BRN    
10780527662403140001P0000007130{VWEB    
10404629402403300002P0000000289A LBX    
10288121252403200001P0000002104C LBX    
10299670322403100002R0000000584C LBX    
10276355912403110001P0000006860{ LBX    
10014812252403040001P0000014535{ IVR    
10081490992403080001P0000006810BVACH    
10900629752403020001P0000003700{ ACH    
10775216562403240001P0000006500{ IVR    
10423796662403100001P0000002293H ACH    
10294366322403050002P0000013584{ IVR    
10753805492403120002P0000003850{ WEB    
10992905842403270002P0000007197E WEB    
10191453382403260001P0000036190{ WEB    
10911238622403100001P0000003752H IVR    
10739295032403090001P0000011472E BRN    
10918320402403230001P0000029810{ IVR    
10699873762403210001P0000001295{ ACH    
10272550142403270003P0000002277E LBX    
10061573572403140002P0000001445{ BRN    
10691167852403140002R0000009627G BRN    
10910431702403280001P0000003470{ ACH    
10080700832403100001P0000019870{ BRN    
10161445452403130002R0000009290{ BRN    
10913511122403200001P0000000435{ ACH    
10390266702403290002P0000001459{ WEB    
10495015962403050001P0000018443B ACH    
10996999062403080001P0000018045I LBX    
10383683582403010003P0000000171A WEB    
10768763772403180001P0000000970{ ACH    
10778589422403250001P0000003660{ BRN    
10628881672403110001P0000002180{ WEB    
10700932022403080002P0000001980D BRN    
10032103082403280001P0000029754G WEB    
10123213842403170002P0000005830{ WEB    
10281893882403160001P0000001680{ WEB    
10100002502403010002P0000000810{ BRN    
10780677402403060001P0000008220{ BRN    
10350580272403140003P0000001700{ WEB    
10284341682403240001P0000004620{ IVR    
10713878212403190003P0000006260{ WEB    
10572407332403140001P0000029091F WEB    
10513571952403300003P0000000772E IVR    
10750116162403270001P0000004467I ACH    
10872650042403290001P0000005735{ BRN    
10010361702403180001P0000001403B IVR    
10119466772403160001P0000002100{ ACH    
10537662752403030001P0000008712{ BRN    
10302410572403070001P0000000235H BRN    
10234360892403250002P0000005892D WEB    
10503942732403070003P0000006734G BRN    
10490466632403190003P0000000512E BRN    
10739777922403070001P0000015797B LBX    
10625946682403170002P0000000497E LBX    
10069315222403230002P0000007242I BRN    
10699873762403280002P0000001295{ IVR    
10002336512403170003P0000007115{ IVR    
10587762602403070001P0000003740A LBX    
10002336512403170002P0000007115{ BRN    
10540528982403070001P0000020900{VLBX    
10411227122403030001P0000002150{ LBX    
10997533462403290001P0000022292I LBX    
10127068682403230001P0000002933F BRN    
10402166962403270001P0000003647{ WEB    
10851570492403120001P0000007550E WEB    
10102971782403240001P0000001653E BRN    
